SATELLITE;BCDE;WAVELENGTH;RSR;stdev
Landsat 8;007n;2111;0.633521;0.042456
Landsat 8;007n;2112;0.663067;0.042467
Landsat 8;007n;2113;0.689664;0.04285
Landsat 8;007n;2114;0.722284;0.042668
Landsat 8;007n;2115;0.756529;0.042143
Landsat 8;007n;2116;0.776463;0.042754
Landsat 8;007n;2117;0.792667;0.044037
Landsat 8;007n;2118;0.813716;0.044047
Landsat 8;007n;2119;0.836001;0.043313
Landsat 8;007n;2120;0.846344;0.043678
Landsat 8;007n;2121;0.853714;0.044674
Landsat 8;007n;2122;0.867845;0.044309
Landsat 8;007n;2123;0.883615;0.043172
Landsat 8;007n;2124;0.886411;0.043482
Landsat 8;007n;2125;0.886127;0.044601
Landsat 8;007n;2126;0.895232;0.043821
Landsat 8;007n;2127;0.906527;0.041991
Landsat 8;007n;2128;0.909739;0.041297
Landsat 8;007n;2129;0.911091;0.041227
Landsat 8;007n;2130;0.917985;0.039531
Landsat 8;007n;2131;0.926131;0.036955
Landsat 8;007n;2132;0.929693;0.035871
Landsat 8;007n;2133;0.932227;0.035589
Landsat 8;007n;2134;0.936544;0.034456
Landsat 8;007n;2135;0.941406;0.03275
Landsat 8;007n;2136;0.942571;0.031929
Landsat 8;007n;2137;0.942952;0.031576
Landsat 8;007n;2138;0.943112;0.031307
Landsat 8;007n;2139;0.943194;0.031095
Landsat 8;007n;2140;0.945168;0.030791
Landsat 8;007n;2141;0.947537;0.030441
Landsat 8;007n;2142;0.948776;0.030067
Landsat 8;007n;2143;0.949694;0.029676
Landsat 8;007n;2144;0.949643;0.029863
Landsat 8;007n;2145;0.9494;0.030346
Landsat 8;007n;2146;0.952551;0.029591
Landsat 8;007n;2147;0.956635;0.028044
Landsat 8;007n;2148;0.953083;0.027911
Landsat 8;007n;2149;0.947423;0.028671
Landsat 8;007n;2150;0.949094;0.028659
Landsat 8;007n;2151;0.952773;0.028166
Landsat 8;007n;2152;0.950874;0.028248
Landsat 8;007n;2153;0.947477;0.028684
Landsat 8;007n;2154;0.947014;0.02887
Landsat 8;007n;2155;0.947085;0.028937
Landsat 8;007n;2156;0.951812;0.028491
Landsat 8;007n;2157;0.957717;0.027741
Landsat 8;007n;2158;0.953332;0.028402
Landsat 8;007n;2159;0.946412;0.029876
Landsat 8;007n;2160;0.947778;0.030047
Landsat 8;007n;2161;0.951119;0.029486
Landsat 8;007n;2162;0.951641;0.029167
Landsat 8;007n;2163;0.951518;0.02898
Landsat 8;007n;2164;0.948644;0.029451
Landsat 8;007n;2165;0.944956;0.030358
Landsat 8;007n;2166;0.942515;0.030808
Landsat 8;007n;2167;0.940311;0.031028
Landsat 8;007n;2168;0.9434;0.030694
Landsat 8;007n;2169;0.947923;0.030021
Landsat 8;007n;2170;0.94501;0.030125
Landsat 8;007n;2171;0.940213;0.030688
Landsat 8;007n;2172;0.938737;0.030975
Landsat 8;007n;2173;0.93806;0.031106
Landsat 8;007n;2174;0.941859;0.030493
Landsat 8;007n;2175;0.947019;0.029379
Landsat 8;007n;2176;0.946554;0.029318
Landsat 8;007n;2177;0.944482;0.029928
Landsat 8;007n;2178;0.947414;0.03
Landsat 8;007n;2179;0.951661;0.029747
Landsat 8;007n;2180;0.949283;0.030077
Landsat 8;007n;2181;0.945318;0.030737
Landsat 8;007n;2182;0.939939;0.031586
Landsat 8;007n;2183;0.934142;0.03256
Landsat 8;007n;2184;0.935493;0.03274
Landsat 8;007n;2185;0.93882;0.032423
Landsat 8;007n;2186;0.939253;0.032362
Landsat 8;007n;2187;0.938955;0.032449
Landsat 8;007n;2188;0.934675;0.033037
Landsat 8;007n;2189;0.929162;0.033966
Landsat 8;007n;2190;0.927085;0.034256
Landsat 8;007n;2191;0.925692;0.034224
Landsat 8;007n;2192;0.930508;0.034071
Landsat 8;007n;2193;0.936899;0.033847
Landsat 8;007n;2194;0.933908;0.033814
Landsat 8;007n;2195;0.927984;0.033911
Landsat 8;007n;2196;0.930981;0.03383
Landsat 8;007n;2197;0.936472;0.033638
Landsat 8;007n;2198;0.935776;0.034233
Landsat 8;007n;2199;0.933523;0.035287
Landsat 8;007n;2200;0.935132;0.036014
Landsat 8;007n;2201;0.937592;0.036566
Landsat 8;007n;2202;0.946217;0.036416
Landsat 8;007n;2203;0.956567;0.035832
Landsat 8;007n;2204;0.955661;0.035602
Landsat 8;007n;2205;0.951991;0.035575
Landsat 8;007n;2206;0.956666;0.035443
Landsat 8;007n;2207;0.963135;0.035254
Landsat 8;007n;2208;0.964442;0.035252
Landsat 8;007n;2209;0.964365;0.035366
Landsat 8;007n;2210;0.963523;0.03523
Landsat 8;007n;2211;0.962434;0.034919
Landsat 8;007n;2212;0.962905;0.034839
Landsat 8;007n;2213;0.963685;0.03488
Landsat 8;007n;2214;0.962473;0.03505
Landsat 8;007n;2215;0.960741;0.035299
Landsat 8;007n;2216;0.959239;0.035354
Landsat 8;007n;2217;0.957814;0.035273
Landsat 8;007n;2218;0.957781;0.035346
Landsat 8;007n;2219;0.958041;0.035499
Landsat 8;007n;2220;0.953274;0.035688
Landsat 8;007n;2221;0.94716;0.035898
Landsat 8;007n;2222;0.951706;0.036116
Landsat 8;007n;2223;0.958833;0.036338
Landsat 8;007n;2224;0.960212;0.036443
Landsat 8;007n;2225;0.960339;0.036488
Landsat 8;007n;2226;0.954785;0.036105
Landsat 8;007n;2227;0.947696;0.035458
Landsat 8;007n;2228;0.951965;0.035381
Landsat 8;007n;2229;0.95906;0.035632
Landsat 8;007n;2230;0.960554;0.035868
Landsat 8;007n;2231;0.960764;0.036095
Landsat 8;007n;2232;0.95575;0.036017
Landsat 8;007n;2233;0.949261;0.035744
Landsat 8;007n;2234;0.953245;0.035822
Landsat 8;007n;2235;0.95997;0.036111
Landsat 8;007n;2236;0.963736;0.036096
Landsat 8;007n;2237;0.966786;0.035911
Landsat 8;007n;2238;0.964315;0.035862
Landsat 8;007n;2239;0.960173;0.035903
Landsat 8;007n;2240;0.965473;0.035317
Landsat 8;007n;2241;0.973416;0.034337
Landsat 8;007n;2242;0.977637;0.033715
Landsat 8;007n;2243;0.980904;0.033303
Landsat 8;007n;2244;0.98276;0.032686
Landsat 8;007n;2245;0.984155;0.031926
Landsat 8;007n;2246;0.984693;0.031575
Landsat 8;007n;2247;0.985056;0.031438
Landsat 8;007n;2248;0.991486;0.0303
Landsat 8;007n;2249;0.9996;0.028541
Landsat 8;007n;2250;0.997654;0.028154
Landsat 8;007n;2251;0.993153;0.028567
Landsat 8;007n;2252;0.992469;0.028563
Landsat 8;007n;2253;0.992675;0.02833
Landsat 8;007n;2254;0.995894;0.027991
Landsat 8;007n;2255;1;0.027582
Landsat 8;007n;2256;0.999279;0.028024
Landsat 8;007n;2257;0.997261;0.028982
Landsat 8;007n;2258;0.994356;0.029725
Landsat 8;007n;2259;0.991127;0.030316
Landsat 8;007n;2260;0.987747;0.030653
Landsat 8;007n;2261;0.984349;0.030856
Landsat 8;007n;2262;0.986037;0.030744
Landsat 8;007n;2263;0.989132;0.030435
Landsat 8;007n;2264;0.984536;0.031023
Landsat 8;007n;2265;0.978024;0.032128
Landsat 8;007n;2266;0.975019;0.032786
Landsat 8;007n;2267;0.972794;0.033206
Landsat 8;007n;2268;0.974168;0.033307
Landsat 8;007n;2269;0.97654;0.03321
Landsat 8;007n;2270;0.976199;0.033664
Landsat 8;007n;2271;0.975206;0.034432
Landsat 8;007n;2272;0.974409;0.035514
Landsat 8;007n;2273;0.973662;0.036804
Landsat 8;007n;2274;0.967502;0.038094
Landsat 8;007n;2275;0.959895;0.039383
Landsat 8;007n;2276;0.956943;0.040161
Landsat 8;007n;2277;0.955095;0.04066
Landsat 8;007n;2278;0.955085;0.04139
Landsat 8;007n;2279;0.955588;0.042265
Landsat 8;007n;2280;0.947195;0.042854
Landsat 8;007n;2281;0.93665;0.043281
Landsat 8;007n;2282;0.922405;0.044229
Landsat 8;007n;2283;0.907109;0.04551
Landsat 8;007n;2284;0.89494;0.0492
Landsat 8;007n;2285;0.883588;0.054275
Landsat 8;007n;2286;0.855489;0.058387
Landsat 8;007n;2287;0.823876;0.062007
Landsat 8;007n;2288;0.78488;0.06587
Landsat 8;007n;2289;0.744025;0.069872
Landsat 8;007n;2290;0.69852;0.072233
Landsat 8;007n;2291;0.651673;0.073539
Landsat 8;007n;2292;0.602539;0.073725
Landsat 8;007n;2293;0.552647;0.073113
Landsat 8;007n;2294;0.502693;0.071361
Landsat 8;007n;2295;0.452698;0.069035
Landsat 8;007n;2296;0.403993;0.065325
Landsat 8;007n;2297;0.355569;0.06084
Landsat 8;007n;2298;0.315712;0.055563
Landsat 8;007n;2299;0.27826;0.049795
Landsat 8;007n;2300;0.244645;0.044589
Landsat 8;007n;2301;0.212213;0.039765
Landsat 8;007n;2302;0.186151;0.035221
Landsat 8;007n;2303;0.161749;0.030846
Landsat 8;007n;2304;0.141435;0.027042
Landsat 8;007n;2305;0.122015;0.023537
Landsat 8;007n;2306;0.106531;0.020477
Landsat 8;007n;2307;0.092029;0.017673
Landsat 8;007n;2308;0.080268;0.015305
Landsat 8;007n;2309;0.069276;0.013213
Landsat 8;007n;2310;0.060703;0.011478
Landsat 8;007n;2311;0.052702;0.009942
Landsat 8;007n;2312;0.046332;0.008655
Landsat 8;007n;2313;0.040405;0.00752
Landsat 8;007n;2314;0.035634;0.006594
Landsat 8;007n;2315;0.031213;0.005808
Landsat 8;007n;2316;0.027516;0.005148
Landsat 8;007n;2317;0.024;0.004561
Landsat 8;007n;2318;0.021262;0.004108
Landsat 8;007n;2319;0.018688;0.003724
Landsat 8;007n;2320;0.016562;0.00336
Landsat 8;007n;2321;0.014545;0.003006
Landsat 8;007n;2322;0.01293;0.002732
Landsat 8;007n;2323;0.011426;0.002506
Landsat 8;007n;2324;0.010155;0.002327
Landsat 8;007n;2325;0.008959;0.00218
Landsat 8;007n;2326;0.007992;0.002057
Landsat 8;007n;2327;0.007088;0.001948
Landsat 8;007n;2328;0.006348;0.001855
Landsat 8;007n;2329;0.005643;0.001772
Landsat 8;007n;2330;0.005019;0.001686
Landsat 8;007n;2331;0.004415;0.0016
Landsat 8;007n;2332;0.003903;0.001529
Landsat 8;007n;2333;0.003421;0.001469
Landsat 8;007n;2334;0.003025;0.001438
Landsat 8;007n;2335;0.002651;0.001425
Landsat 8;007n;2336;0.00234;0.001395
Landsat 8;007n;2337;0.002047;0.001354
Landsat 8;007n;2338;0.001795;0.001318
Landsat 8;007n;2339;0.001554;0.001284
Landsat 8;007n;2340;0.001345;0.001274
Landsat 8;007n;2341;0.001145;0.001278
Landsat 8;007n;2342;0.000974;0.001276
Landsat 8;007n;2343;0.000811;0.001271
Landsat 8;007n;2344;0.00068;0.001271
Landsat 8;007n;2345;0.00056;0.001273
Landsat 8;007n;2346;0.00044;0.001253
Landsat 8;007n;2347;0.00032;0.001219
Landsat 8;007n;2348;0.000217;0.001233
Landsat 8;007n;2349;0.000119;0.001279
Landsat 8;007n;2350;0.000028;0.001249
Landsat 8;007n;2351;-0.000062;0.001175
Landsat 8;007n;2352;-0.000134;0.001158
Landsat 8;007n;2353;-0.000202;0.001171
Landsat 8;007n;2354;-0.000263;0.0012
Landsat 8;007n;2355;-0.000322;0.00124
Landsat 8;008n;488;0.000216;0.000009
Landsat 8;008n;489;0.000514;0.000027
Landsat 8;008n;490;0.001013;0.000046
Landsat 8;008n;491;0.001587;0.000066
Landsat 8;008n;492;0.002619;0.000097
Landsat 8;008n;493;0.003841;0.000141
Landsat 8;008n;494;0.006195;0.000216
Landsat 8;008n;495;0.009003;0.000323
Landsat 8;008n;496;0.015515;0.000548
Landsat 8;008n;497;0.02327;0.000884
Landsat 8;008n;498;0.042723;0.001604
Landsat 8;008n;499;0.066556;0.00272
Landsat 8;008n;500;0.124269;0.004598
Landsat 8;008n;501;0.196006;0.00733
Landsat 8;008n;502;0.323232;0.009558
Landsat 8;008n;503;0.472496;0.011233
Landsat 8;008n;504;0.598302;0.010421
Landsat 8;008n;505;0.714816;0.006954
Landsat 8;008n;506;0.776009;0.004899
Landsat 8;008n;507;0.816555;0.004315
Landsat 8;008n;508;0.831881;0.004287
Landsat 8;008n;509;0.837994;0.004829
Landsat 8;008n;510;0.848975;0.004166
Landsat 8;008n;511;0.861668;0.002286
Landsat 8;008n;512;0.862705;0.001595
Landsat 8;008n;513;0.85964;0.002096
Landsat 8;008n;514;0.858532;0.002234
Landsat 8;008n;515;0.858244;0.001967
Landsat 8;008n;516;0.857148;0.00173
Landsat 8;008n;517;0.855759;0.001524
Landsat 8;008n;518;0.858455;0.001595
Landsat 8;008n;519;0.862834;0.001974
Landsat 8;008n;520;0.860609;0.002139
Landsat 8;008n;521;0.855993;0.002088
Landsat 8;008n;522;0.852785;0.00213
Landsat 8;008n;523;0.850183;0.002278
Landsat 8;008n;524;0.852788;0.002805
Landsat 8;008n;525;0.857317;0.003721
Landsat 8;008n;526;0.85913;0.003705
Landsat 8;008n;527;0.859876;0.002721
Landsat 8;008n;528;0.861508;0.00232
Landsat 8;008n;529;0.863494;0.00253
Landsat 8;008n;530;0.860265;0.002482
Landsat 8;008n;531;0.855102;0.00216
Landsat 8;008n;532;0.864423;0.0023
Landsat 8;008n;533;0.879249;0.002928
Landsat 8;008n;534;0.885593;0.003067
Landsat 8;008n;535;0.888663;0.002691
Landsat 8;008n;536;0.894758;0.002275
Landsat 8;008n;537;0.902017;0.001819
Landsat 8;008n;538;0.906294;0.001594
Landsat 8;008n;539;0.90929;0.001639
Landsat 8;008n;540;0.911734;0.001674
Landsat 8;008n;541;0.914;0.0017
Landsat 8;008n;542;0.909776;0.001653
Landsat 8;008n;543;0.902939;0.001525
Landsat 8;008n;544;0.908919;0.001433
Landsat 8;008n;545;0.919859;0.001378
Landsat 8;008n;546;0.92162;0.001345
Landsat 8;008n;547;0.919456;0.001336
Landsat 8;008n;548;0.91302;0.001375
Landsat 8;008n;549;0.905134;0.001459
Landsat 8;008n;550;0.892702;0.0024
Landsat 8;008n;551;0.878599;0.004241
Landsat 8;008n;552;0.876838;0.006588
Landsat 8;008n;553;0.879443;0.009441
Landsat 8;008n;554;0.878303;0.011268
Landsat 8;008n;555;0.875692;0.012001
Landsat 8;008n;556;0.872666;0.012395
Landsat 8;008n;557;0.869478;0.012407
Landsat 8;008n;558;0.875361;0.012392
Landsat 8;008n;559;0.884759;0.012347
Landsat 8;008n;560;0.889903;0.011148
Landsat 8;008n;561;0.893427;0.008766
Landsat 8;008n;562;0.885948;0.006155
Landsat 8;008n;563;0.874097;0.003295
Landsat 8;008n;564;0.875674;0.002312
Landsat 8;008n;565;0.882402;0.0033
Landsat 8;008n;566;0.891375;0.003455
Landsat 8;008n;567;0.901194;0.002769
Landsat 8;008n;568;0.903528;0.002786
Landsat 8;008n;569;0.902826;0.003574
Landsat 8;008n;570;0.907551;0.003546
Landsat 8;008n;571;0.91435;0.002651
Landsat 8;008n;572;0.914932;0.002279
Landsat 8;008n;573;0.91319;0.00245
Landsat 8;008n;574;0.915508;0.002367
Landsat 8;008n;575;0.919554;0.001993
Landsat 8;008n;576;0.920802;0.002057
Landsat 8;008n;577;0.92104;0.002559
Landsat 8;008n;578;0.924431;0.002878
Landsat 8;008n;579;0.929105;0.002996
Landsat 8;008n;580;0.930068;0.003054
Landsat 8;008n;581;0.929551;0.003046
Landsat 8;008n;582;0.937549;0.002999
Landsat 8;008n;583;0.948863;0.002911
Landsat 8;008n;584;0.947084;0.002632
Landsat 8;008n;585;0.940273;0.002149
Landsat 8;008n;586;0.940813;0.002061
Landsat 8;008n;587;0.944136;0.002383
Landsat 8;008n;588;0.945674;0.002551
Landsat 8;008n;589;0.946566;0.002561
Landsat 8;008n;590;0.942462;0.00295
Landsat 8;008n;591;0.936298;0.003762
Landsat 8;008n;592;0.939621;0.003904
Landsat 8;008n;593;0.946659;0.003321
Landsat 8;008n;594;0.942374;0.002938
Landsat 8;008n;595;0.933839;0.002761
Landsat 8;008n;596;0.93425;0.003171
Landsat 8;008n;597;0.93784;0.004165
Landsat 8;008n;598;0.940838;0.0045
Landsat 8;008n;599;0.943626;0.004136
Landsat 8;008n;600;0.952415;0.003642
Landsat 8;008n;601;0.963664;0.003004
Landsat 8;008n;602;0.967381;0.002662
Landsat 8;008n;603;0.968241;0.002632
Landsat 8;008n;604;0.968233;0.002537
Landsat 8;008n;605;0.967878;0.002371
Landsat 8;008n;606;0.965083;0.002321
Landsat 8;008n;607;0.961367;0.002391
Landsat 8;008n;608;0.957232;0.002436
Landsat 8;008n;609;0.952939;0.002453
Landsat 8;008n;610;0.949345;0.002518
Landsat 8;008n;611;0.946006;0.002636
Landsat 8;008n;612;0.948081;0.002829
Landsat 8;008n;613;0.952465;0.003107
Landsat 8;008n;614;0.954526;0.003507
Landsat 8;008n;615;0.955814;0.004024
Landsat 8;008n;616;0.959149;0.004383
Landsat 8;008n;617;0.963216;0.004587
Landsat 8;008n;618;0.964158;0.004622
Landsat 8;008n;619;0.963953;0.004482
Landsat 8;008n;620;0.965943;0.004226
Landsat 8;008n;621;0.968789;0.003844
Landsat 8;008n;622;0.972688;0.003425
Landsat 8;008n;623;0.977026;0.002962
Landsat 8;008n;624;0.978028;0.002787
Landsat 8;008n;625;0.977901;0.002889
Landsat 8;008n;626;0.974158;0.002954
Landsat 8;008n;627;0.969078;0.00298
Landsat 8;008n;628;0.969583;0.002901
Landsat 8;008n;629;0.972297;0.002707
Landsat 8;008n;630;0.972906;0.002704
Landsat 8;008n;631;0.972708;0.002901
Landsat 8;008n;632;0.969732;0.003063
Landsat 8;008n;633;0.96578;0.00319
Landsat 8;008n;634;0.965561;0.003194
Landsat 8;008n;635;0.966835;0.003066
Landsat 8;008n;636;0.966641;0.003067
Landsat 8;008n;637;0.965899;0.003201
Landsat 8;008n;638;0.972067;0.003304
Landsat 8;008n;639;0.981077;0.003371
Landsat 8;008n;640;0.980971;0.003302
Landsat 8;008n;641;0.977722;0.003104
Landsat 8;008n;642;0.974405;0.003772
Landsat 8;008n;643;0.971123;0.005336
Landsat 8;008n;644;0.963139;0.007107
Landsat 8;008n;645;0.95326;0.009106
Landsat 8;008n;646;0.953494;0.010159
Landsat 8;008n;647;0.957536;0.010217
Landsat 8;008n;648;0.963851;0.009039
Landsat 8;008n;649;0.970928;0.006629
Landsat 8;008n;650;0.969453;0.004949
Landsat 8;008n;651;0.96475;0.004032
Landsat 8;008n;652;0.966541;0.003782
Landsat 8;008n;653;0.970613;0.004182
Landsat 8;008n;654;0.973941;0.004183
Landsat 8;008n;655;0.977055;0.003778
Landsat 8;008n;656;0.982894;0.004268
Landsat 8;008n;657;0.98977;0.005697
Landsat 8;008n;658;0.988302;0.006769
Landsat 8;008n;659;0.983542;0.007457
Landsat 8;008n;660;0.987968;0.007264
Landsat 8;008n;661;0.995538;0.006207
Landsat 8;008n;662;0.998579;0.004999
Landsat 8;008n;663;1;0.003641
Landsat 8;008n;664;0.99981;0.003034
Landsat 8;008n;665;0.999061;0.003184
Landsat 8;008n;666;0.997891;0.003361
Landsat 8;008n;667;0.99658;0.003567
Landsat 8;008n;668;0.992555;0.003787
Landsat 8;008n;669;0.987369;0.004022
Landsat 8;008n;670;0.985862;0.004651
Landsat 8;008n;671;0.985761;0.005692
Landsat 8;008n;672;0.955679;0.009277
Landsat 8;008n;673;0.913945;0.015558
Landsat 8;008n;674;0.78014;0.01959
Landsat 8;008n;675;0.610197;0.021198
Landsat 8;008n;676;0.438556;0.020344
Landsat 8;008n;677;0.266714;0.016778
Landsat 8;008n;678;0.167313;0.013106
Landsat 8;008n;679;0.094013;0.009325
Landsat 8;008n;680;0.057564;0.006365
Landsat 8;008n;681;0.034787;0.004261
Landsat 8;008n;682;0.022882;0.002761
Landsat 8;008n;683;0.015178;0.001913
Landsat 8;008n;684;0.010755;0.001297
Landsat 8;008n;685;0.007663;0.00094
Landsat 8;008n;686;0.005756;0.000676
Landsat 8;008n;687;0.004292;0.000508
Landsat 8;008n;688;0.00322;0.000378
Landsat 8;008n;689;0.002283;0.000287
Landsat 8;008n;690;0.001545;0.000215
Landsat 8;008n;691;0.000879;0.000162
Landsat 8;008n;692;0.000214;0.00011
Landsat 8;009n;1340;-0.000003;-0.000045
Landsat 8;009n;1341;0.000086;0.00025
Landsat 8;009n;1342;0.000194;0.000322
Landsat 8;009n;1343;0.000321;0.000344
Landsat 8;009n;1344;0.000469;0.000369
Landsat 8;009n;1345;0.000647;0.000385
Landsat 8;009n;1346;0.000856;0.000423
Landsat 8;009n;1347;0.001119;0.000448
Landsat 8;009n;1348;0.001429;0.000481
Landsat 8;009n;1349;0.001828;0.000532
Landsat 8;009n;1350;0.002318;0.000545
Landsat 8;009n;1351;0.00303;0.000647
Landsat 8;009n;1352;0.004011;0.000821
Landsat 8;009n;1353;0.005398;0.001142
Landsat 8;009n;1354;0.007194;0.00157
Landsat 8;009n;1355;0.011124;0.00251
Landsat 8;009n;1356;0.016985;0.004027
Landsat 8;009n;1357;0.026321;0.006527
Landsat 8;009n;1358;0.042756;0.010946
Landsat 8;009n;1359;0.06922;0.017755
Landsat 8;009n;1360;0.115351;0.028525
Landsat 8;009n;1361;0.182833;0.040153
Landsat 8;009n;1362;0.316333;0.055068
Landsat 8;009n;1363;0.45703;0.063607
Landsat 8;009n;1364;0.596852;0.053694
Landsat 8;009n;1365;0.772118;0.041762
Landsat 8;009n;1366;0.862394;0.032736
Landsat 8;009n;1367;0.871575;0.024403
Landsat 8;009n;1368;0.930308;0.018329
Landsat 8;009n;1369;0.962664;0.015336
Landsat 8;009n;1370;0.931247;0.013065
Landsat 8;009n;1371;0.938676;0.009289
Landsat 8;009n;1372;0.983748;0.006696
Landsat 8;009n;1373;0.999626;0.003975
Landsat 8;009n;1374;0.986968;0.004167
Landsat 8;009n;1375;1;0.00356
Landsat 8;009n;1376;0.983239;0.005858
Landsat 8;009n;1377;0.990577;0.006223
Landsat 8;009n;1378;0.963584;0.009277
Landsat 8;009n;1379;0.964054;0.016472
Landsat 8;009n;1380;0.871343;0.022374
Landsat 8;009n;1381;0.872689;0.038836
Landsat 8;009n;1382;0.703198;0.052003
Landsat 8;009n;1383;0.606578;0.068534
Landsat 8;009n;1384;0.452434;0.068802
Landsat 8;009n;1385;0.29792;0.055496
Landsat 8;009n;1386;0.190978;0.0397
Landsat 8;009n;1387;0.113055;0.025193
Landsat 8;009n;1388;0.066174;0.014614
Landsat 8;009n;1389;0.041513;0.008996
Landsat 8;009n;1390;0.026084;0.005526
Landsat 8;009n;1391;0.016218;0.003426
Landsat 8;009n;1392;0.009774;0.002065
Landsat 8;009n;1393;0.006839;0.001463
Landsat 8;009n;1394;0.004358;0.001082
Landsat 8;009n;1395;0.00278;0.000852
Landsat 8;009n;1396;0.001809;0.000753
Landsat 8;009n;1397;0.001351;0.000661
Landsat 8;009n;1398;0.000887;0.000623
Landsat 8;009n;1399;0.000481;0.000655
Landsat 8;009n;1400;0.00022;0.000666
Landsat 8;009n;1401;0.000114;0.000567
Landsat 8;009n;1402;0.000029;0.000531
Landsat 8;009n;1403;-0.00007;0.000568
Landsat 8;009n;1404;-0.000178;0.00058
Landsat 8;009n;1405;-0.000182;0.000604
Landsat 8;009n;1406;-0.000238;0.000596
Landsat 8;009n;1407;-0.000272;0.000569
Landsat 8;009n;1408;-0.000296;0.000593
Landsat 8;009n;1409;-0.000308;0.000621
Landsat 8;010n;9000;0.000763335;-36.56821446
Landsat 8;010n;9050;0.000763708;-22.61355795
Landsat 8;010n;9100;0.000737975;-13.14829322
Landsat 8;010n;9150;0.000798954;22.65880582
Landsat 8;010n;9200;0.00088255;36.36722661
Landsat 8;010n;9250;0.000756846;-14.80109996
Landsat 8;010n;9300;0.000686285;-10.41524607
Landsat 8;010n;9350;0.000729633;-10.01878783
Landsat 8;010n;9400;0.000766482;-11.35891296
Landsat 8;010n;9450;0.000803796;9.520872448
Landsat 8;010n;9500;0.000749009;-11.74174815
Landsat 8;010n;9550;0.00085017;8.316569898
Landsat 8;010n;9600;0.000605446;-10.25648619
Landsat 8;010n;9650;0.000759771;-10.29804735
Landsat 8;010n;9700;0.000718413;-12.35714079
Landsat 8;010n;9750;0.00052353;-10.17399013
Landsat 8;010n;9800;0.000766248;-9.163516592
Landsat 8;010n;9850;0.000534019;-7.964044004
Landsat 8;010n;9900;0.00093096;7.811394724
Landsat 8;010n;9950;0.000671105;-8.204989257
Landsat 8;010n;10000;0.00065934;-9.622671377
Landsat 8;010n;10050;0.000790663;10.69376152
Landsat 8;010n;10100;0.000740077;-11.01486876
Landsat 8;010n;10150;0.000639067;-10.57711728
Landsat 8;010n;10200;0.002035972;12.91227016
Landsat 8;010n;10250;0.004001183;12.48379759
Landsat 8;010n;10300;0.00779829;15.08378807
Landsat 8;010n;10350;0.01622384;14.1612274
Landsat 8;010n;10400;0.031957661;13.36870429
Landsat 8;010n;10450;0.066079988;9.711497637
Landsat 8;010n;10500;0.138395248;7.987739397
Landsat 8;010n;10550;0.278406982;7.034135407
Landsat 8;010n;10600;0.505662398;5.946540538
Landsat 8;010n;10650;0.725864199;5.531245445
Landsat 8;010n;10700;0.808512638;5.141576058
Landsat 8;010n;10750;0.841080412;5.296071853
Landsat 8;010n;10800;0.843348592;4.099844982
Landsat 8;010n;10850;0.873433585;4.137270206
Landsat 8;010n;10900;0.915442775;2.980601507
Landsat 8;010n;10950;0.978028907;2.719668163
Landsat 8;010n;11000;1;1.800041988
Landsat 8;010n;11050;0.990887898;2.270517278
Landsat 8;010n;11100;0.871548375;3.043286694
Landsat 8;010n;11150;0.653390796;3.087467386
Landsat 8;010n;11200;0.409641209;4.365831155
Landsat 8;010n;11250;0.241318408;5.426167336
Landsat 8;010n;11300;0.135921801;6.387005
Landsat 8;010n;11350;0.071255784;7.470761703
Landsat 8;010n;11400;0.03303582;9.015951435
Landsat 8;010n;11450;0.013324356;10.55229039
Landsat 8;010n;11500;0.004793075;8.652124348
Landsat 8;010n;11550;0.002237446;8.460855945
Landsat 8;010n;11600;0.001209535;7.961029554
Landsat 8;010n;11650;0.000782368;8.423117389
Landsat 8;010n;11700;0.001073722;8.447650647
Landsat 8;010n;11750;0.001171962;7.520706865
Landsat 8;010n;11800;0.001118961;7.255616035
Landsat 8;010n;11850;0.000986674;7.247042888
Landsat 8;010n;11900;0.000751326;-5.856050602
Landsat 8;010n;11950;0;-6.134987795
Landsat 8;010n;12000;0.001205395;7.690599545
Landsat 8;010n;12050;0.0011701;7.546579076
Landsat 8;010n;12100;0.000813568;39.96202421
Landsat 8;010n;12150;0.000603239;-7.775828
Landsat 8;010n;12200;0.001019167;7.062472663
Landsat 8;010n;12250;0.000794924;6.490413744
Landsat 8;010n;12300;0.000659588;-6.123016478
Landsat 8;010n;12350;0.00031796;-6.367680659
Landsat 8;010n;12400;0.001274607;7.342489627
Landsat 8;010n;12450;0.000981931;5.882544265
Landsat 8;010n;12500;0.001044689;6.647416882
Landsat 8;010n;12550;0.000678713;-7.124584959
Landsat 8;010n;12600;0.000834402;8.144189843
Landsat 8;010n;12650;0.000117475;-8.611631832
Landsat 8;010n;12700;0.000334226;-9.283484129
Landsat 8;010n;12750;0.00054671;-10.49382817
Landsat 8;010n;12800;0.000633978;-12.40410161
Landsat 8;010n;12850;0.000547082;-11.9330407
Landsat 8;010n;12900;0.000663742;-13.53617631
Landsat 8;010n;12950;0.000657596;-13.63030455
Landsat 8;010n;13000;0.000882707;19.07687521
Landsat 8;010n;13050;0.000676701;-16.75096589
Landsat 8;010n;13100;0.000965201;16.2295466
Landsat 8;010n;13150;0.000870706;13.98916801
Landsat 8;010n;13200;0.000841041;15.3975123
Landsat 8;010n;13250;0.000887128;15.26483704
Landsat 8;010n;13300;0.000932929;21.91672227
